domain,product_title,canonical_url,public_product_id,public_variant_id,public_sku_id,category,strength_size_options,current_price,compare_at_list_price,currency,stock_status,backorder,min_purchase,max_purchase,exact_public_quantity,source_url,extraction_method,captured_at,confidence,caveat
licensedpeptides.com,HGH 10iu,https://licensedpeptides.com/?post_type=product&p=5064&attribute_select-mg=10mg&attribute_pack=5+pack,5064,34422,H105P,,"Select mg: 10mg, pack: 5 pack",217.7,306.62,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,woocommerce_store_api_orphan_variation,2026-07-28T01:57:24.110Z,medium,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | This variation is publicly exposed by the fully paginated WooCommerce variation feed, but its parent is absent from the current public parent-product feed. It may be stale or orphaned and is excluded from product counts. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,HGH 10iu,https://licensedpeptides.com/?post_type=product&p=5064&attribute_select-mg=10mg&attribute_pack=10+pack,5064,34421,H1010P,,"Select mg: 10mg, pack: 10 pack",359.95,620.61,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,woocommerce_store_api_orphan_variation,2026-07-28T01:57:24.110Z,medium,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | This variation is publicly exposed by the fully paginated WooCommerce variation feed, but its parent is absent from the current public parent-product feed. It may be stale or orphaned and is excluded from product counts. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,PT-141 Nasal 30mg/30ml,https://licensedpeptides.com/product/pt-141-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=1+pack,19287,34392,P41N30,Nasal Sprays,"Select mg: 30mg, pack: 1 pack",159.99,177.77,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,PT-141 Nasal 30mg/30ml,https://licensedpeptides.com/product/pt-141-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=3+pack,19287,34391,P41N303P,Nasal Sprays,"Select mg: 30mg, pack: 3 pack",398.37,479.97,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,PT-141 Nasal 30mg/30ml,https://licensedpeptides.com/product/pt-141-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=5+pack,19287,34390,P41N305P,Nasal Sprays,"Select mg: 30mg, pack: 5 pack",559.95,799.93,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,PT-141 Nasal 30mg/30ml,https://licensedpeptides.com/product/pt-141-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=10+pack,19287,34389,P41N3010P,Nasal Sprays,"Select mg: 30mg, pack: 10 pack",959.9,1626.95,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-TB Nasal 60mg/30ml,https://licensedpeptides.com/product/bpc-tb-nasal-60mg-30ml/?attribute_select-mg=60mg&attribute_pack=10+pack,19329,34195,BBN6010P,Nasal Sprays,"Select mg: 60mg, pack: 10 pack",959.9,1599.84,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-TB Nasal 60mg/30ml,https://licensedpeptides.com/product/bpc-tb-nasal-60mg-30ml/?attribute_select-mg=60mg&attribute_pack=5+pack,19329,34194,BBN605P,Nasal Sprays,"Select mg: 60mg, pack: 5 pack",559.95,799.93,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-TB Nasal 60mg/30ml,https://licensedpeptides.com/product/bpc-tb-nasal-60mg-30ml/?attribute_select-mg=60mg&attribute_pack=3+pack,19329,34193,BBN603P,Nasal Sprays,"Select mg: 60mg, pack: 3 pack",398.37,479.97,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-TB Nasal 60mg/30ml,https://licensedpeptides.com/product/bpc-tb-nasal-60mg-30ml/?attribute_select-mg=60mg&attribute_pack=1+pack,19329,34192,BBN60,Nasal Sprays,"Select mg: 60mg, pack: 1 pack",159.99,177.77,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Semax Nasal 50mg/30ml,https://licensedpeptides.com/product/semax-nasal-50mg-30ml/?attribute_select-mg=50mg&attribute_pack=10+pack,19339,34143,SEN5010P,Nasal Sprays,"Select mg: 50mg, pack: 10 pack",779.9,1299.84,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Semax Nasal 50mg/30ml,https://licensedpeptides.com/product/semax-nasal-50mg-30ml/?attribute_select-mg=50mg&attribute_pack=5+pack,19339,34141,SEN505P,Nasal Sprays,"Select mg: 50mg, pack: 5 pack",454.95,649.93,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Semax Nasal 50mg/30ml,https://licensedpeptides.com/product/semax-nasal-50mg-30ml/?attribute_select-mg=50mg&attribute_pack=3+pack,19339,34140,SEN503P,Nasal Sprays,"Select mg: 50mg, pack: 3 pack",323.97,390.33,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Semax Nasal 50mg/30ml,https://licensedpeptides.com/product/semax-nasal-50mg-30ml/?attribute_select-mg=50mg&attribute_pack=1+pack,19339,34139,SEN50,Nasal Sprays,"Select mg: 50mg, pack: 1 pack",129.99,144.44,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC – 157 Capsules 250mcg,https://licensedpeptides.com/?post_type=product&p=19004&attribute_select-mg=250mcg&attribute_pack=10+pack,19004,34138,BC250C10P,,"Select mg: 250mcg, pack: 10 pack",944.9,1410.3,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,woocommerce_store_api_orphan_variation,2026-07-28T01:57:24.110Z,medium,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | This variation is publicly exposed by the fully paginated WooCommerce variation feed, but its parent is absent from the current public parent-product feed. It may be stale or orphaned and is excluded from product counts. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC – 157 Capsules 250mcg,https://licensedpeptides.com/?post_type=product&p=19004&attribute_select-mg=250mcg&attribute_pack=5+pack,19004,34137,BC250C5P,,"Select mg: 250mcg, pack: 5 pack",540.65,702.15,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,woocommerce_store_api_orphan_variation,2026-07-28T01:57:24.110Z,medium,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | This variation is publicly exposed by the fully paginated WooCommerce variation feed, but its parent is absent from the current public parent-product feed. It may be stale or orphaned and is excluded from product counts. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC – 157 Capsules 250mcg,https://licensedpeptides.com/?post_type=product&p=19004&attribute_select-mg=250mcg&attribute_pack=3+pack,19004,34135,BC250C3P,,"Select mg: 250mcg, pack: 3 pack",365.34,419.94,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,woocommerce_store_api_orphan_variation,2026-07-28T01:57:24.110Z,medium,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | This variation is publicly exposed by the fully paginated WooCommerce variation feed, but its parent is absent from the current public parent-product feed. It may be stale or orphaned and is excluded from product counts. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC – 157 Capsules 250mcg,https://licensedpeptides.com/?post_type=product&p=19004&attribute_select-mg=250mcg&attribute_pack=1+pack,19004,34134,BC250C,,"Select mg: 250mcg, pack: 1 pack",139.99,155.55,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,woocommerce_store_api_orphan_variation,2026-07-28T01:57:24.110Z,medium,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | This variation is publicly exposed by the fully paginated WooCommerce variation feed, but its parent is absent from the current public parent-product feed. It may be stale or orphaned and is excluded from product counts. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-157 Nasal 30mg/30ml,https://licensedpeptides.com/product/bpc-157-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=10+pack,19354,34107,BCN3010P,Nasal Sprays,"Select mg: 30mg, pack: 10 pack",899.9,1499.84,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-157 Nasal 30mg/30ml,https://licensedpeptides.com/product/bpc-157-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=5+pack,19354,34106,BCN305P,Nasal Sprays,"Select mg: 30mg, pack: 5 pack",524.95,749.93,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-157 Nasal 30mg/30ml,https://licensedpeptides.com/product/bpc-157-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=3+pack,19354,34105,BCN303P,Nasal Sprays,"Select mg: 30mg, pack: 3 pack",373.47,449.97,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,BPC-157 Nasal 30mg/30ml,https://licensedpeptides.com/product/bpc-157-nasal-30mg-30ml/?attribute_select-mg=30mg&attribute_pack=1+pack,19354,34104,BCN30,Nasal Sprays,"Select mg: 30mg, pack: 1 pack",149.99,166.66,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Selank Nasal 40mg/30ml,https://licensedpeptides.com/product/selank-nasal-40mg-30ml/?attribute_select-mg=40mg&attribute_pack=10+pack,19365,34093,SKN4010P,Nasal Sprays,"Select mg: 40mg, pack: 10 pack",779.8,1299.67,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Selank Nasal 40mg/30ml,https://licensedpeptides.com/product/selank-nasal-40mg-30ml/?attribute_select-mg=40mg&attribute_pack=5+pack,19365,34092,SKN405P,Nasal Sprays,"Select mg: 40mg, pack: 5 pack",454.9,649.86,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
licensedpeptides.com,Selank Nasal 40mg/30ml,https://licensedpeptides.com/product/selank-nasal-40mg-30ml/?attribute_select-mg=40mg&attribute_pack=3+pack,19365,34091,SKN403P,Nasal Sprays,"Select mg: 40mg, pack: 3 pack",323.64,389.93,USD,in_stock,no,1,9999,,https://licensedpeptides.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API,2026-07-28T01:57:24.110Z,high,"WooCommerce exposes 9999 as the purchase maximum; treat it as a storefront sentinel, not physical inventory. | Stock is public as available, but no exact quantity is exposed. | Category inherited from the public parent product record. | Prior rendered UI state: account-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted."
